排名,单词,词频,梯队,释义,分类,子分类,真题搭配,其他拼写,备注
4322,refuge,8,一般,避难,自然环境,,,,
4323,resolute,8,一般,坚决的,情感心理,,,,
4324,rug,8,一般,地毯,日常生活,,,,
4325,sarcastic,8,一般,讽刺的,情感心理,,,,
4326,scrap,8,一般,废品、报废,日常生活,,,,
4327,shatter,8,一般,粉碎,动作行为,使动与影响,,,
4328,trumpet,8,一般,喇叭、鼓吹,运动娱乐,,,,
4329,aloud,8,一般,大声地,动作行为,其他动作,,,
4330,ape,8,一般,猿,自然环境,,,,
4331,audio,8,一般,音频,科学技术,,,,
4332,basement,8,一般,地下室,日常生活,,,,
4333,blend,8,一般,混合,动作行为,变化趋势,,,
4334,bound,8,一般,跳跃、界限,动作行为,身体动作,,,
4335,breeze,8,一般,微风、轻松,自然环境,,,,
4336,cushion,8,一般,垫子,日常生活,,,,
4337,dazzle,8,一般,使眼花,动作行为,使动与影响,,,
4338,deplete,8,一般,耗尽,动作行为,变化趋势,,,
4339,dial,8,一般,拨号,科学技术,,,,
4340,discrepancy,8,一般,差异,抽象概念,认知与抽象名词,,,
4341,disgust,8,一般,厌恶,情感心理,,,,
4342,donkey,8,一般,驴,自然环境,,,,
4343,drawer,8,一般,抽屉,日常生活,,,,
4344,drone,8,一般,无人驾驶飞机,科学技术,,,,
4345,eject,8,一般,喷射、驱逐,动作行为,身体动作,,,
4346,endow,8,一般,赋予,动作行为,占有与转移,,,
4347,erosion,8,一般,侵蚀,自然环境,,,,
4348,flush,8,一般,冲洗,动作行为,身体动作,,,
4349,glitter,8,一般,闪烁,动作行为,其他动作,,,
4350,goodbye,8,一般,再见,情感心理,,,,
4351,ignite,8,一般,点燃,动作行为,其他动作,,,
4352,industrialise,8,一般,工业化,动作行为,使动与影响,,industrialize,
4353,jewel,8,一般,珠宝,交通旅行,,,,
4354,kidney,8,一般,肾,人类与社会,,,,
4355,kilometre,8,一般,公里,科学技术,,,kilometer,
4356,lapse,8,一般,失效、流逝,动作行为,身体动作,,,
4357,lease,8,一般,租约,商业经济,,,,
4358,limp,8,一般,跛行、柔软的,动作行为,其他动作,,,
4359,lovely,8,一般,可爱的,情感心理,,,,
4360,nationality,8,一般,民族,人类与社会,,,,
4361,nominal,8,一般,名义上的,抽象概念,性质与评价,,,
4362,notify,8,一般,通知,动作行为,社交交互,,,
4363,oak,8,一般,橡木,自然环境,,,,
4364,pale,8,一般,苍白的、暗淡的,情感心理,,,,
4365,paperback,8,一般,平装书,教育学习,,,,
4366,pavement,8,一般,路面,空间地点,,,,
4367,pint,8,一般,品脱,科学技术,,,,
4368,pope,8,一般,罗马教皇,文化宗教,,,,
4369,rehearse,8,一般,排演、预演,动作行为,社交交互,,,
4370,repay,8,一般,偿还,动作行为,占有与转移,,,
4371,sack,8,一般,解雇,日常生活,,,,
4372,skeleton,8,一般,骨架,人类与社会,,,,
4373,spectacular,8,一般,壮观,情感心理,,,,
4374,statue,8,一般,雕塑,文化宗教,,,,
4375,stereo,8,一般,立体声,科学技术,,,,
4376,strand,8,一般,缕,日常生活,,,,
4377,tangle,8,一般,纠纷、纠缠,动作行为,身体动作,,,
4378,temple,8,一般,庙宇,文化宗教,,,,
4379,transcend,8,一般,超越,动作行为,变化趋势,,,
4380,utilise,8,一般,利用,动作行为,占有与转移,,utilize,
4381,vegetarian,8,一般,素食者,食物营养,,,,
4382,weekday,8,一般,工作日,时间日期,,,,
4383,furnace,7,一般,炉子,日常生活,,,,
4384,textile,7,一般,纺织品,科学技术,,,,
4385,canteen,7,一般,食堂,日常生活,,,,
4386,condense,7,一般,凝结、浓缩,动作行为,身体动作,,,
4387,denote,7,一般,表示,动作行为,评价与判断,,,
4388,differentiate,7,一般,区分,动作行为,使动与影响,,,
4389,grin,7,一般,咧嘴笑,动作行为,身体动作,,,
4390,harbor,7,一般,港口,自然环境,,,harbour,
4391,haste,7,一般,匆忙,时间日期,,,,
4392,posture,7,一般,姿势,人类与社会,,,,
4393,radar,7,一般,雷达,科学技术,,,,
4394,nickname,7,一般,昵称,人类与社会,,,,
4395,preside,7,一般,主持,动作行为,其他动作,,,
4396,rip,7,一般,撕裂、裂缝,动作行为,身体动作,,,
4397,toast,7,一般,烤、烤面包,食物营养,,,,
4398,vacuum,7,一般,真空,日常生活,,,,
4399,balloon,7,一般,气球,交通旅行,,,,
4400,brochure,7,一般,手册,教育学习,,,,
4401,directory,7,一般,目录,教育学习,,,,
4402,doll,7,一般,玩具娃娃,运动娱乐,,,,
4403,doze,7,一般,瞌睡,动作行为,身体动作,,,
4404,flap,7,一般,拍打,动作行为,身体动作,,,
4405,flesh,7,一般,肉,人类与社会,,,,
4406,fork,7,一般,叉,日常生活,,,,
4407,glare,7,一般,瞪着、怒视,动作行为,其他动作,,,
4408,hasty,7,一般,匆忙的、轻率的,情感心理,,,,
4409,impetus,7,一般,推动力,动作行为,身体动作,,,
4410,lucrative,7,一般,获利的,商业经济,,,,
4411,obedient,7,一般,顺从的,情感心理,,,,
4412,ozone,7,一般,臭氧,自然环境,,,,
4413,poke,7,一般,戳、刺,动作行为,身体动作,,,
4414,radiate,7,一般,辐射、放射,动作行为,变化趋势,,,
4415,rein,7,一般,控制,日常生活,,,,
4416,rot,7,一般,腐烂,动作行为,使动与影响,,,
4417,sigh,7,一般,叹息,动作行为,身体动作,,,
4418,singular,7,一般,非凡的、单数的,教育学习,,,,
4419,smog,7,一般,烟雾,自然环境,,,,
4420,snatch,7,一般,抢夺、抓住,动作行为,其他动作,,,
4421,startle,7,一般,吃惊,动作行为,身体动作,,,
4422,upstairs,7,一般,楼上,空间地点,,,,
4423,aftermath,7,一般,后果,抽象概念,认知与抽象名词,,,
4424,applaud,7,一般,鼓掌,动作行为,社交交互,,,
4425,appraisal,7,一般,评估,商业经济,,,,
4426,assurance,7,一般,自信、保险,情感心理,,,,
4427,barber,7,一般,理发师,职业工作,,,,
4428,bin,7,一般,垃圾箱,日常生活,,,,
4429,bride,7,一般,新娘,人类与社会,,,,
4430,bullet,7,一般,子弹,政治法律,,,,
4431,captain,7,一般,船长,职业工作,,,,
4432,despise,7,一般,轻视,情感心理,,,despize,
4433,exclaim,7,一般,呼喊,动作行为,社交交互,,,
4434,feat,7,一般,功绩、技艺,抽象概念,认知与抽象名词,,,
4435,fireman,7,一般,消防队员,职业工作,,,,
4436,instantaneous,7,一般,瞬间的,时间日期,,,,
4437,intact,7,一般,原封不动的,抽象概念,性质与评价,remain intact,,
4438,intrude,7,一般,打扰、侵入,动作行为,心理活动,,,
4439,metaphor,7,一般,隐喻,文化宗教,,,,
4440,moan,7,一般,呻吟、抱怨,动作行为,身体动作,,,
4441,muscular,7,一般,肌肉的,人类与社会,,,,
4442,nuisance,7,一般,麻烦,情感心理,,,,
4443,relativity,7,一般,相对论,科学技术,,,,
4444,removal,7,一般,除去、搬迁,动作行为,其他动作,,,
4445,rifle,7,一般,步枪,政治法律,,,,
4446,sincere,7,一般,真诚的,情感心理,,,,
4447,undo,7,一般,取消,动作行为,其他动作,,,
4448,alienate,7,一般,疏远,动作行为,社交交互,,,
4449,ascend,7,一般,上升,动作行为,变化趋势,,,
4450,ascertain,7,一般,确定,动作行为,评价与判断,,,
4451,astonish,7,一般,使吃惊,情感心理,,,,
4452,banner,7,一般,旗帜,日常生活,,,,
4453,baseball,7,一般,棒球,运动娱乐,,,,
4454,bolt,7,一般,螺栓,日常生活,,,,
4455,bowl,7,一般,碗,日常生活,,,,
4456,congratulation,7,一般,祝贺,情感心理,,,,
4457,consecutive,7,一般,连续的,抽象概念,性质与评价,,,
4458,console,7,一般,安慰、控制台,科学技术,,,,
4459,crush,7,一般,压碎,动作行为,身体动作,,,
4460,deaf,7,一般,聋的,健康医疗,,,,
4461,dinosaur,7,一般,恐龙,自然环境,,,,
4462,dread,7,一般,恐惧,情感心理,,,,
4463,drum,7,一般,鼓,运动娱乐,,,,
4464,emperor,7,一般,皇帝,政治法律,,,,
4465,execute,7,一般,执行,动作行为,使动与影响,,,
4466,famine,7,一般,饥荒,自然环境,,,,
4467,fence,7,一般,栅栏,日常生活,,,,
4468,flame,7,一般,火焰,自然环境,,,,
4469,fore,7,一般,船头,空间地点,,,,
4470,hammer,7,一般,锤,动作行为,身体动作,,,
4471,homogeneous,7,一般,同类的,抽象概念,性质与评价,,,
4472,intrigue,7,一般,阴谋,动作行为,使动与影响,,,
4473,lap,7,一般,重叠部分、轻拍、舐,人类与社会,,,,
4474,litre,7,一般,公升,科学技术,,,liter,
4475,lofty,7,一般,高的、崇高的,抽象概念,性质与评价,,,
4476,magnet,7,一般,磁铁,科学技术,,,,
4477,memorandum,7,一般,备忘录,职业工作,,,,
4478,mingle,7,一般,交往、混合,动作行为,使动与影响,,,
4479,miniature,7,一般,小型的、小规模的,抽象概念,性质与评价,,,
4480,niece,7,一般,侄女,人类与社会,,,,
4481,nourish,7,一般,滋养,动作行为,身体动作,,norish,
4482,outfit,7,一般,机构、配备,日常生活,,,,
4483,panda,7,一般,熊猫,自然环境,,,,
4484,penetrate,7,一般,穿透,动作行为,身体动作,,,
4485,pine,7,一般,松树,自然环境,,,,
4486,postcard,7,一般,明信片,日常生活,,,,
4487,quiz,7,一般,小测验,教育学习,,,,
4488,rag,7,一般,破布,日常生活,,,,
4489,rebellion,7,一般,叛乱,政治法律,,,,
4490,refund,7,一般,退款,商业经济,,,,
4491,resilient,7,一般,有弹力的,抽象概念,性质与评价,a resilient economy,,
4492,roar,7,一般,咆哮、轰鸣,动作行为,其他动作,,,
4493,segregate,7,一般,隔离,动作行为,变化趋势,,,
4494,sensation,7,一般,感觉,抽象概念,认知与抽象名词,,senzation,
4495,sleeve,7,一般,袖子,交通旅行,,,,
4496,slender,7,一般,细长的、苗条的,人类与社会,,,,
4497,slippery,7,一般,滑的,抽象概念,性质与评价,,,
4498,sock,7,一般,袜子,交通旅行,,,,
4499,sofa,7,一般,沙发,日常生活,,,,
4500,southwest,7,一般,西南,空间地点,,,,
4501,swear,7,一般,赌咒、发誓,动作行为,社交交互,,,
4502,swift,7,一般,迅速的、雨燕,抽象概念,性质与评价,,,
4503,thirsty,7,一般,口渴的,情感心理,,,,
4504,censorship,6,一般,检查制度,政治法律,,,,
4505,slot,6,一般,槽,日常生活,,,,
4506,affirm,6,一般,肯定,动作行为,评价与判断,,,
4507,assimilate,6,一般,吸收,动作行为,身体动作,,,
4508,frown,6,一般,皱眉,动作行为,身体动作,,,
4509,lateral,6,一般,侧面、侧面的,空间地点,,,,
4510,preface,6,一般,前言,教育学习,,,,
4511,query,6,一般,疑问、质问,动作行为,社交交互,,,
4512,splash,6,一般,报道、溅泼的量,动作行为,其他动作,,,
4513,stride,6,一般,跨、步伐,动作行为,身体动作,,,
4514,torch,6,一般,火炬,日常生活,,,,
4515,butcher,6,一般,屠夫,职业工作,,,,
4516,compress,6,一般,压缩,动作行为,身体动作,,,
4517,diffuse,6,一般,弥漫,动作行为,变化趋势,,,
4518,discern,6,一般,辨别,动作行为,评价与判断,discern a pattern,,
4519,goodness,6,一般,善良,情感心理,,,,
4520,grieve,6,一般,悲伤,动作行为,使动与影响,,,
4521,mute,6,一般,沉默的、哑的,情感心理,,,,
4522,roast,6,一般,烤,食物营养,,,,
4523,slum,6,一般,贫民窟,日常生活,,,,
4524,steward,6,一般,管家、管理,职业工作,,,,
4525,straw,6,一般,稻草,自然环境,,,,
4526,viable,6,一般,可行的,抽象概念,性质与评价,,,
4527,afterward,6,一般,后来,时间日期,,,,
4528,angel,6,一般,天使,文化宗教,,,,
4529,blunder,6,一般,大错,动作行为,身体动作,,,
4530,booth,6,一般,电话亭,日常生活,,,,
4531,cigar,6,一般,雪茄烟,食物营养,,,,
4532,commend,6,一般,推荐,动作行为,身体动作,,,
4533,commonwealth,6,一般,联邦,政治法律,,,,
4534,congratulate,6,一般,庆祝、祝贺,动作行为,社交交互,,,
4535,cricket,6,一般,板球、蟋蟀,运动娱乐,,,,
4536,diversion,6,一般,转移,运动娱乐,,,,
4537,ecology,6,一般,生态,自然环境,,,,
4538,elbow,6,一般,手肘,人类与社会,,,,
4539,equity,6,一般,公平、权益,抽象概念,性质与评价,,,
4540,guild,6,一般,协会,职业工作,,,,
4541,instrumental,6,一般,仪器的、有帮助的,抽象概念,性质与评价,,,
4542,keyboard,6,一般,键盘,科学技术,,,,
4543,latitude,6,一般,纬度,自然环境,,,,
4544,liquor,6,一般,酒,食物营养,,,,
4545,manuscript,6,一般,手稿,教育学习,,,,
4546,plough,6,一般,犁,动作行为,身体动作,,plow,
4547,suite,6,一般,套房,日常生活,,,,
4548,superb,6,一般,极好的,情感心理,,,,
4549,torture,6,一般,拷问,动作行为,身体动作,,,
4550,workout,6,一般,锻炼,运动娱乐,,,,
4551,advent,6,一般,出现,时间日期,,,,
4552,audit,6,一般,审计,商业经济,,,,
4553,blaze,6,一般,火焰、燃烧,动作行为,其他动作,,,
4554,brutal,6,一般,野蛮的,情感心理,,,,
4555,bug,6,一般,臭虫、窃听器,自然环境,,,,
4556,bull,6,一般,公牛,自然环境,,,,
4557,conspiracy,6,一般,阴谋,政治法律,,,,
4558,endorse,6,一般,支持,动作行为,身体动作,,,
4559,expend,6,一般,花费,动作行为,占有与转移,,,
4560,flour,6,一般,面粉,食物营养,,,flor,
4561,forthcoming,6,一般,即将到来的,抽象概念,性质与评价,,,
4562,handy,6,一般,方便的,抽象概念,性质与评价,,,
4563,inventory,6,一般,详细目录、清点,商业经济,,,,
4564,motel,6,一般,汽车旅馆,交通旅行,,,,
4565,naval,6,一般,海军的,政治法律,,,,
4566,notebook,6,一般,笔记本,教育学习,,,,
4567,palm,6,一般,棕榈,人类与社会,,,,
4568,relay,6,一般,继电器、接力,动作行为,其他动作,,,
4569,sandwich,6,一般,三明治,食物营养,,,,
4570,scent,6,一般,气味,自然环境,,,,
4571,shrewd,6,一般,精明的,情感心理,,,,
4572,specialise,6,一般,专门研究、特定范围,动作行为,其他动作,,specialize,
4573,stance,6,一般,立场,抽象概念,认知与抽象名词,,,
4574,veto,6,一般,否决,政治法律,,,,
4575,waist,6,一般,腰,人类与社会,,,,
4576,widow,6,一般,寡妇,人类与社会,,,,
4577,ambassador,6,一般,大使,职业工作,,,,
4578,avert,6,一般,避免,动作行为,心理活动,,,
4579,bathe,6,一般,沐浴,日常生活,,,,
4580,beloved,6,一般,心爱的,情感心理,,,,
4581,biscuit,6,一般,饼干,食物营养,,,,
4582,briefcase,6,一般,公文包,日常生活,,,,
4583,burglar,6,一般,窃贼,政治法律,,,,
4584,champagne,6,一般,香槟酒,食物营养,,,,
4585,conquest,6,一般,征服,动作行为,其他动作,,,
4586,convene,6,一般,召集,动作行为,社交交互,,,
4587,conversion,6,一般,转变,抽象概念,认知与抽象名词,,,
4588,coward,6,一般,懦夫,情感心理,,,,
4589,dizzy,6,一般,晕眩的、困惑,情感心理,,,,
4590,exile,6,一般,流放,政治法律,,,,
4591,futile,6,一般,无用的,抽象概念,性质与评价,,,
4592,gracious,6,一般,亲切的、仁慈的,情感心理,,,,
4593,hatch,6,一般,孵化,动作行为,其他动作,,,
4594,heap,6,一般,堆,动作行为,其他动作,,,
4595,heave,6,一般,起伏、举、扔,动作行为,身体动作,,,
4596,hike,6,一般,远足,动作行为,身体动作,,,
4597,hollow,6,一般,空的、洞,抽象概念,性质与评价,,,
4598,huddle,6,一般,拥挤、混乱,动作行为,身体动作,,,
4599,inland,6,一般,内陆,空间地点,,,,
4600,insulate,6,一般,隔离,动作行为,身体动作,,,
4601,intermediate,6,一般,中间体、中等的,抽象概念,性质与评价,,,
4602,invaluable,6,一般,无价的,抽象概念,性质与评价,,,
4603,jargon,6,一般,行话,文化宗教,,,,
4604,jungle,6,一般,丛林,自然环境,,,,
4605,layman,6,一般,门外汉,人类与社会,,,,
4606,locality,6,一般,地区,空间地点,,,,
4607,noon,6,一般,中午,时间日期,,,,
4608,odor,6,一般,气味,自然环境,,,odour,
4609,okay,6,一般,可以、好的,抽象概念,性质与评价,,,
4610,optical,6,一般,光学的,科学技术,,,,
4611,optimum,6,一般,最佳的,抽象概念,性质与评价,,,
4612,pact,6,一般,协定,政治法律,,,,
4613,persevere,6,一般,坚持,动作行为,起始与终止,,,
4614,pharmacy,6,一般,药房,健康医疗,,,,
4615,powder,6,一般,粉,科学技术,,,,
4616,predominant,6,一般,主要的,抽象概念,性质与评价,the predominant view,,
4617,presume,6,一般,假定、推测,动作行为,心理活动,,,
4618,protocol,6,一般,协议,科学技术,,,,
4619,purple,6,一般,紫色,交通旅行,,,,
4620,rape,6,一般,强奸,政治法律,,,,
4621,reclaim,6,一般,回收、利用,动作行为,占有与转移,,,
4622,repression,6,一般,镇压,政治法律,,,,
4623,ridge,6,一般,脊,自然环境,,,,
4624,rust,6,一般,生锈,科学技术,,,,
4625,sauce,6,一般,酱汁,食物营养,,,,
4626,sibling,6,一般,兄弟姐妹,人类与社会,,,,
4627,slap,6,一般,掴、侮辱,动作行为,身体动作,,,
4628,stale,6,一般,陈腐的、不新鲜的,抽象概念,性质与评价,,,
4629,strap,6,一般,皮带,日常生活,,,,
4630,submerge,6,一般,潜入水中、浸没,动作行为,身体动作,,,
4631,supper,6,一般,晚餐,食物营养,,,,
4632,tilt,6,一般,倾斜,动作行为,身体动作,,,
4633,trademark,6,一般,商标,商业经济,,,,
4634,trim,6,一般,修剪、装饰,动作行为,身体动作,,,
4635,typist,6,一般,打字员,职业工作,,,,
4636,venue,6,一般,审判地、犯罪地点,空间地点,,,,
4637,versatile,6,一般,多才多艺的、通用的,情感心理,,a versatile tool,,
4638,yearly,6,一般,每年的,时间日期,,,,
4639,necklace,5,一般,项链,交通旅行,,,,
4640,thrift,5,一般,节俭,商业经济,,,,
4641,weary,5,一般,疲倦,情感心理,,,,
4642,aeroplane,5,一般,飞机,交通旅行,,,airplane,
4643,cement,5,一般,水泥,科学技术,,,,
4644,inspect,5,一般,检查,动作行为,身体动作,,,
4645,roundabout,5,一般,迂回的,空间地点,,,,
4646,abide,5,一般,遵守,动作行为,使动与影响,,,
4647,ashore,5,一般,上岸,空间地点,,,,
4648,chimney,5,一般,烟囱,日常生活,,,,
4649,claw,5,一般,爪,自然环境,,,,
4650,correspondent,5,一般,通讯记者,职业工作,,,,
4651,crab,5,一般,蟹,自然环境,,,,
4652,ditch,5,一般,沟渠、抛弃,自然环境,,,,
4653,indignant,5,一般,愤慨的,情感心理,,,,
4654,innumerable,5,一般,无数的,抽象概念,数量与程度,,,
4655,irrespective,5,一般,不考虑的,抽象概念,逻辑与关系,,,
4656,irrigate,5,一般,灌溉,动作行为,其他动作,,,
4657,magnitude,5,一般,大小,抽象概念,数量与程度,,,
4658,maid,5,一般,侍女,人类与社会,,,,
4659,memorial,5,一般,纪念碑,文化宗教,,,,
4660,mercury,5,一般,水银,科学技术,,,,
4661,misunderstand,5,一般,误解,动作行为,其他动作,,,
4662,nucleus,5,一般,核,科学技术,,,,
4663,pinch,5,一般,捏、一撮,动作行为,身体动作,,,
4664,plea,5,一般,恳求、抗辩、借口,情感心理,,,,
4665,puppet,5,一般,木偶,运动娱乐,,,,
4666,republic,5,一般,共和国,政治法律,,,,
4667,reservoir,5,一般,水库,自然环境,,,,
4668,screw,5,一般,螺丝、螺钉,日常生活,,,,
4669,stern,5,一般,船尾、严厉的,情感心理,,,,
4670,stiff,5,一般,硬的,抽象概念,性质与评价,,,
4671,swamp,5,一般,沼泽,自然环境,,,,
4672,tease,5,一般,取笑,动作行为,身体动作,,,
4673,tray,5,一般,盘,日常生活,,,,
4674,tug,5,一般,拖船、拖,动作行为,身体动作,,,
4675,ventilate,5,一般,通风,动作行为,使动与影响,,,
4676,vocation,5,一般,职业,职业工作,,,,
4677,zeal,5,一般,热情,情感心理,,,,
4678,analytic,5,一般,分析的,抽象概念,性质与评价,,,
4679,apt,5,一般,恰当的,抽象概念,性质与评价,,,
4680,benign,5,一般,良性的,健康医疗,,,,
4681,canoe,5,一般,独木舟,运动娱乐,,,,
4682,cassette,5,一般,盒式磁带,科学技术,,,,
4683,circular,5,一般,圆形的,空间地点,,,,
4684,crisp,5,一般,脆的,食物营养,,,,
4685,crust,5,一般,外壳,自然环境,,,,
4686,curl,5,一般,卷曲,动作行为,身体动作,,,
4687,curtain,5,一般,窗帘,日常生活,,,,
4688,deter,5,一般,阻止,动作行为,使动与影响,,,
4689,diagram,5,一般,图表,科学技术,,,,
4690,epic,5,一般,史诗,文化宗教,,,,
4691,eradicate,5,一般,根除,动作行为,变化趋势,,,
4692,fabulous,5,一般,极好的,抽象概念,性质与评价,,,
4693,fascinate,5,一般,吸引住,动作行为,身体动作,,,
4694,fibre,5,一般,纤维,科学技术,,,fiber,
4695,formidable,5,一般,强大的,抽象概念,性质与评价,,,
4696,hearing,5,一般,听力、听觉,健康医疗,,,,
4697,heroic,5,一般,英勇的,情感心理,,,,
4698,inn,5,一般,客栈,日常生活,,,,
4699,kin,5,一般,亲属,人类与社会,,,,
4700,murmur,5,一般,低语,动作行为,身体动作,,,
4701,outrage,5,一般,愤怒,情感心理,,,,
4702,pray,5,一般,祈祷,动作行为,占有与转移,,,
4703,propaganda,5,一般,宣传,政治法律,,,,
4704,rouse,5,一般,唤醒、激起,动作行为,身体动作,,,
4705,satire,5,一般,讽刺,文化宗教,,,,
4706,sneak,5,一般,溜,动作行为,身体动作,,,
4707,stalk,5,一般,茎,自然环境,,,,
4708,symphony,5,一般,交响乐,运动娱乐,,,,
4709,tuck,5,一般,卷起、藏起,动作行为,身体动作,,,
4710,whatsoever,5,一般,无论什么,抽象概念,逻辑与关系,,,
4711,whip,5,一般,鞭子,动作行为,身体动作,,,
4712,wrist,5,一般,手腕,人类与社会,,,,
4713,applause,5,一般,鼓掌,文化宗教,,,,
4714,ash,5,一般,灰,自然环境,,,,
4715,bail,5,一般,保释,政治法律,,,,
4716,bench,5,一般,长凳,日常生活,,,,
4717,better,5,一般,更好的,抽象概念,性质与评价,,,
4718,bolster,5,一般,支持,动作行为,使动与影响,,,
4719,bounce,5,一般,反弹,动作行为,身体动作,,,
4720,complicate,5,一般,复杂的,动作行为,心理活动,,,
4721,conscientious,5,一般,认真的、负责的,情感心理,,,,
4722,coronavirus,5,一般,冠状病毒,健康医疗,,,,
4723,crane,5,一般,起重机,自然环境,,,,
4724,crystal,5,一般,水晶,科学技术,,,,
4725,culminate,5,一般,达到高潮、结束,动作行为,起始与终止,,,
4726,cupboard,5,一般,碗橱,日常生活,,,,
4727,dismay,5,一般,沮丧,情感心理,,,,
4728,evacuate,5,一般,疏散,动作行为,其他动作,,,
4729,feather,5,一般,羽毛,自然环境,,,,
4730,fertiliser,5,一般,化肥,自然环境,,,fertilizer,
4731,feudal,5,一般,封建的,政治法律,,,,
4732,fireplace,5,一般,壁炉,日常生活,,,,
4733,fountain,5,一般,喷泉,自然环境,,,,
4734,frog,5,一般,蛙,自然环境,,,,
4735,germ,5,一般,细菌、胚芽,健康医疗,,,,
4736,glide,5,一般,滑翔,动作行为,其他动作,,,
4737,heir,5,一般,继承人,人类与社会,,,,
4738,imminent,5,一般,逼近的,抽象概念,性质与评价,,,
4739,inhibit,5,一般,抑制,动作行为,使动与影响,,,
4740,inward,5,一般,内部的、向内、内部,空间地点,,,,
4741,jazz,5,一般,爵士乐,运动娱乐,,,,
4742,junction,5,一般,连接,空间地点,,,,
4743,kidnap,5,一般,绑架,动作行为,其他动作,,,
4744,loop,5,一般,环,日常生活,,,,
4745,missionary,5,一般,传教士,文化宗教,,,,
4746,moist,5,一般,潮湿的,自然环境,,,,
4747,naked,5,一般,裸体的,人类与社会,,,,
4748,overcoat,5,一般,大衣,交通旅行,,,,
4749,overflow,5,一般,溢出,动作行为,身体动作,,,
4750,pardon,5,一般,原谅,情感心理,,,,
4751,pity,5,一般,同情,情感心理,,,,
4752,plagiarism,5,一般,剽窃,教育学习,,,,
4753,plight,5,一般,困境,抽象概念,认知与抽象名词,,,
4754,portfolio,5,一般,投资组合、作品集、文件夹,商业经济,,,,
4755,postman,5,一般,邮递员,职业工作,,,,
4756,prototype,5,一般,原型,抽象概念,认知与抽象名词,,,
4757,punctual,5,一般,准时的,时间日期,,,,
4758,redundant,5,一般,解雇的,抽象概念,性质与评价,,,
4759,rotten,5,一般,腐烂的,抽象概念,性质与评价,,,
4760,scarf,5,一般,围巾,交通旅行,,,,
4761,shabby,5,一般,破旧的,情感心理,,,,
4762,shave,5,一般,刮、剃,动作行为,身体动作,,,
4763,shipment,5,一般,装运、货物,商业经济,,,,
4764,sore,5,一般,痛处、疼痛的,健康医疗,,,,
4765,spit,5,一般,吐出、吐口水,动作行为,身体动作,,,
4766,steak,5,一般,牛排,食物营养,,,,
4767,storey,5,一般,楼层,日常生活,,,story,
4768,sturdy,5,一般,坚固的,情感心理,,,,
4769,toe,5,一般,脚趾,人类与社会,,,,
4770,tumor,5,一般,肿块,健康医疗,,,tumour,
4771,turmoil,5,一般,混乱,抽象概念,性质与评价,,,
4772,wary,5,一般,机警的,情感心理,,,,
4773,whistle,5,一般,口哨、汽笛,动作行为,身体动作,,,
4774,wolf,5,一般,狼,自然环境,,,,
4775,geometry,4,一般,几何,科学技术,,,,
4776,menace,4,一般,威胁,动作行为,社交交互,,,
4777,radius,4,一般,半径,科学技术,,,,
4778,semiconductor,4,一般,半导体,科学技术,,,,
4779,statute,4,一般,法规,政治法律,,,,
4780,barn,4,一般,谷仓,自然环境,,,,
4781,jurisdiction,4,一般,管辖权,政治法律,,,,
4782,nitrogen,4,一般,氮,科学技术,,,,
4783,scorn,4,一般,轻蔑、鄙视,情感心理,,,,
4784,shove,4,一般,推,动作行为,身体动作,,,
4785,tram,4,一般,有轨电车,交通旅行,,,,
4786,abound,4,一般,充满,自然环境,,,,
4787,cape,4,一般,披肩、海角,自然环境,,,,
4788,cherry,4,一般,樱桃,食物营养,,,,
4789,dock,4,一般,码头,交通旅行,,,,
4790,eminent,4,一般,著名的,抽象概念,性质与评价,,,
4791,ending,4,一般,结局,时间日期,,,,
4792,epoch,4,一般,时代,时间日期,,,,
4793,hen,4,一般,母鸡,自然环境,,,,
4794,intermittent,4,一般,断断续续的,时间日期,,,,
4795,jaw,4,一般,下巴,人类与社会,,,,
4796,pepper,4,一般,辣椒,食物营养,,,,
4797,purify,4,一般,涤罪,动作行为,身体动作,,,
4798,rhetoric,4,一般,修辞,文化宗教,,,,
4799,rope,4,一般,绳索,日常生活,,,,
4800,sideways,4,一般,侧身地、斜向一边的,空间地点,,,,
4801,swarm,4,一般,群,自然环境,,,,
4802,symposium,4,一般,讨论会,文化宗教,,,,
4803,thermometer,4,一般,温度计,科学技术,,,,
4804,withhold,4,一般,保留、扣留,动作行为,使动与影响,,,
4805,arrow,4,一般,箭,科学技术,,,,
4806,baggage,4,一般,行李,交通旅行,,,,
4807,blunt,4,一般,钝的、直率的,抽象概念,性质与评价,,,
4808,bruise,4,一般,擦伤、挫伤,健康医疗,,,bruize,
4809,buzz,4,一般,嗡嗡声、电话,动作行为,其他动作,,,
4810,cab,4,一般,驾驶室,交通旅行,,,,
4811,calcium,4,一般,钙,健康医疗,,,,
4812,compass,4,一般,指南针,科学技术,,,,
4813,downstairs,4,一般,楼下,空间地点,,,,
4814,dye,4,一般,染色、染料,动作行为,其他动作,,,
4815,fuse,4,一般,保险丝、融合,科学技术,,,fuze,
4816,hostage,4,一般,人质,人类与社会,,,,
4817,jog,4,一般,慢跑,运动娱乐,,,,
4818,knife,4,一般,刀,日常生活,,,,
4819,loaf,4,一般,块,食物营养,,,,
4820,lunar,4,一般,月亮的,自然环境,,,,
4821,meadow,4,一般,草地,自然环境,,,,
4822,packet,4,一般,数据包,日常生活,,,,
4823,plumber,4,一般,管道工,职业工作,,,,
